index,position_timestamp,mmsi,latitude,longitude
97,01/03/2023 03:46:47,220614000,57.6667,11.8026
98,01/03/2023 03:49:47,220614000,57.6668,11.8026
99,01/03/2023 03:52:47,220614000,57.6668,11.8026
100,01/03/2023 03:54:23,220614000,57.6668,11.8026
101,01/03/2023 03:55:45,220614000,57.6668,11.8028
102,01/03/2023 03:58:45,220614000,57.6668,11.8028
103,01/03/2023 04:00:24,220614000,57.6668,11.8028
104,01/03/2023 04:01:46,220614000,57.6669,11.8028
105,01/03/2023 04:04:47,220614000,57.6669,11.8028
106,01/03/2023 04:06:25,220614000,57.6669,11.8028
107,01/03/2023 04:07:45,220614000,57.6669,11.8028
108,01/03/2023 04:10:46,220614000,57.6669,11.8027
109,01/03/2023 04:12:26,220614000,57.6669,11.8027
110,01/03/2023 04:13:45,220614000,57.6669,11.8028
111,01/03/2023 04:16:45,220614000,57.6669,11.8029
112,01/03/2023 04:19:46,220614000,57.6669,11.8028
113,01/03/2023 04:30:27,220614000,57.6669,11.8028
114,01/03/2023 04:31:47,220614000,57.6669,11.8028
115,01/03/2023 04:34:46,220614000,57.6669,11.8029
116,01/03/2023 04:37:46,220614000,57.667,11.8029
117,01/03/2023 04:40:46,220614000,57.667,11.8029
118,01/03/2023 04:46:47,220614000,57.667,11.803
119,01/03/2023 04:52:46,220614000,57.6671,11.8029
120,01/03/2023 04:54:29,220614000,57.6671,11.8029
121,01/03/2023 04:55:45,220614000,57.6671,11.8028
122,01/03/2023 05:00:31,220614000,57.6671,11.8028
123,01/03/2023 05:04:47,220614000,57.667,11.8029
124,01/03/2023 05:10:47,220614000,57.667,11.8028
125,01/03/2023 05:12:32,220614000,57.667,11.8028
126,01/03/2023 05:13:47,220614000,57.667,11.8028
127,01/03/2023 05:16:45,220614000,57.667,11.8028
128,01/03/2023 05:18:32,220614000,57.667,11.8028
129,01/03/2023 05:19:47,220614000,57.6671,11.8028
130,01/03/2023 05:22:47,220614000,57.6671,11.8028
131,01/03/2023 05:25:46,220614000,57.667,11.8027
132,01/03/2023 05:31:45,220614000,57.667,11.8027
133,01/03/2023 05:34:46,220614000,57.667,11.8027
134,01/03/2023 05:36:35,220614000,57.667,11.8027
135,01/03/2023 05:37:47,220614000,57.667,11.8028
136,01/03/2023 05:40:46,220614000,57.6671,11.8029
137,01/03/2023 05:42:37,220614000,57.6671,11.8029
138,01/03/2023 05:43:46,220614000,57.6671,11.8028
139,01/03/2023 05:46:45,220614000,57.6671,11.8028
140,01/03/2023 05:48:36,220614000,57.6671,11.8028
141,01/03/2023 05:49:46,220614000,57.6671,11.8028
142,01/03/2023 05:52:47,220614000,57.667,11.8027
143,01/03/2023 05:54:37,220614000,57.667,11.8027
144,01/03/2023 05:55:45,220614000,57.6671,11.8027
145,01/03/2023 05:58:45,220614000,57.667,11.8027
146,01/03/2023 06:00:38,220614000,57.667,11.8027
147,01/03/2023 06:01:46,220614000,57.6671,11.8027
148,01/03/2023 06:04:46,220614000,57.6671,11.8028
149,01/03/2023 06:07:46,220614000,57.6671,11.8028
150,01/03/2023 06:12:39,220614000,57.6671,11.8028
151,01/03/2023 06:28:46,220614000,57.667,11.8028
152,01/03/2023 06:30:42,220614000,57.667,11.8028
153,01/03/2023 06:31:47,220614000,57.667,11.8028
154,01/03/2023 06:34:47,220614000,57.667,11.8028
155,01/03/2023 06:36:41,220614000,57.667,11.8028
156,01/03/2023 06:37:45,220614000,57.667,11.8028
157,01/03/2023 06:40:45,220614000,57.667,11.8028
158,01/03/2023 06:48:42,220614000,57.667,11.8028
159,01/03/2023 06:49:46,220614000,57.667,11.8027
160,01/03/2023 06:54:42,220614000,57.667,11.8027
161,01/03/2023 06:55:45,220614000,57.6669,11.8026
162,01/03/2023 06:58:46,220614000,57.6669,11.8026
163,01/03/2023 07:07:46,220614000,57.6669,11.8035
164,01/03/2023 07:10:45,220614000,57.667,11.8033
165,01/03/2023 07:16:47,220614000,57.6663,11.8042
166,01/03/2023 07:18:47,220614000,57.6664,11.8043
167,01/03/2023 07:18:57,220614000,57.6664,11.8043
168,01/03/2023 07:19:03,220614000,57.6664,11.8043
169,01/03/2023 07:19:07,220614000,57.6664,11.8042
170,01/03/2023 07:19:17,220614000,57.6663,11.8042
171,01/03/2023 07:19:20,220614000,57.6663,11.8042
172,01/03/2023 07:19:23,220614000,57.6663,11.8042
173,01/03/2023 07:19:27,220614000,57.6663,11.8042
174,01/03/2023 07:19:30,220614000,57.6663,11.8042
175,01/03/2023 07:19:30,220614000,57.6663,11.8042
176,01/03/2023 07:19:37,220614000,57.6663,11.8042
177,01/03/2023 07:19:37,220614000,57.6663,11.8042
178,01/03/2023 07:19:40,220614000,57.6663,11.8042
179,01/03/2023 07:19:43,220614000,57.6663,11.8042
180,01/03/2023 07:19:44,220614000,57.6663,11.8042
181,01/03/2023 07:19:47,220614000,57.6663,11.8042
182,01/03/2023 07:19:50,220614000,57.6662,11.8043
183,01/03/2023 07:19:50,220614000,57.6662,11.8043
184,01/03/2023 07:19:57,220614000,57.6662,11.8043
185,01/03/2023 07:19:57,220614000,57.6662,11.8043
186,01/03/2023 07:20:00,220614000,57.6662,11.8043
187,01/03/2023 07:20:07,220614000,57.6662,11.8043
188,01/03/2023 07:20:10,220614000,57.6662,11.8044
189,01/03/2023 07:20:10,220614000,57.6662,11.8044
190,01/03/2023 07:20:14,220614000,57.6662,11.8044
191,01/03/2023 07:20:17,220614000,57.6662,11.8044
192,01/03/2023 07:20:17,220614000,57.6662,11.8044
193,01/03/2023 07:20:23,220614000,57.6662,11.8044
194,01/03/2023 07:20:24,220614000,57.6662,11.8045
195,01/03/2023 07:20:27,220614000,57.6662,11.8045
196,01/03/2023 07:20:30,220614000,57.6662,11.8045
197,01/03/2023 07:20:30,220614000,57.6662,11.8045
198,01/03/2023 07:20:37,220614000,57.6662,11.8046
199,01/03/2023 07:20:40,220614000,57.6662,11.8046
200,01/03/2023 07:20:43,220614000,57.6662,11.8046
201,01/03/2023 07:20:44,220614000,57.6662,11.8046
202,01/03/2023 07:20:47,220614000,57.6662,11.8046
203,01/03/2023 07:20:50,220614000,57.6662,11.8047
204,01/03/2023 07:20:53,220614000,57.6662,11.8047
205,01/03/2023 07:20:56,220614000,57.6662,11.8047
206,01/03/2023 07:20:57,220614000,57.6662,11.8047
207,01/03/2023 07:21:00,220614000,57.6662,11.8048
208,01/03/2023 07:21:03,220614000,57.6662,11.8048
209,01/03/2023 07:21:07,220614000,57.6662,11.8048
210,01/03/2023 07:21:10,220614000,57.6662,11.8048
211,01/03/2023 07:21:13,220614000,57.6663,11.8049
212,01/03/2023 07:21:17,220614000,57.6663,11.8049
213,01/03/2023 07:21:20,220614000,57.6663,11.8049
214,01/03/2023 07:21:23,220614000,57.6663,11.805
215,01/03/2023 07:21:27,220614000,57.6663,11.805
216,01/03/2023 07:21:30,220614000,57.6663,11.805
217,01/03/2023 07:21:33,220614000,57.6664,11.805
218,01/03/2023 07:21:36,220614000,57.6664,11.8051
219,01/03/2023 07:21:37,220614000,57.6664,11.8051
220,01/03/2023 07:21:40,220614000,57.6664,11.8051
221,01/03/2023 07:21:47,220614000,57.6664,11.8051
222,01/03/2023 07:21:50,220614000,57.6665,11.8052
223,01/03/2023 07:21:50,220614000,57.6665,11.8052
224,01/03/2023 07:21:53,220614000,57.6665,11.8052
225,01/03/2023 07:21:57,220614000,57.6665,11.8052
226,01/03/2023 07:21:57,220614000,57.6665,11.8052
227,01/03/2023 07:22:03,220614000,57.6666,11.8052
228,01/03/2023 07:22:07,220614000,57.6666,11.8052
229,01/03/2023 07:22:10,220614000,57.6666,11.8052
230,01/03/2023 07:22:10,220614000,57.6666,11.8052
231,01/03/2023 07:22:13,220614000,57.6667,11.8052
232,01/03/2023 07:22:20,220614000,57.6668,11.8052
233,01/03/2023 07:22:24,220614000,57.6668,11.8052
234,01/03/2023 07:22:27,220614000,57.6668,11.8052
235,01/03/2023 07:22:30,220614000,57.6669,11.8052
236,01/03/2023 07:22:33,220614000,57.6669,11.8051
237,01/03/2023 07:22:37,220614000,57.6669,11.8051
238,01/03/2023 07:22:37,220614000,57.667,11.8051
239,01/03/2023 07:22:40,220614000,57.667,11.8051
240,01/03/2023 07:22:43,220614000,57.667,11.805
241,01/03/2023 07:22:44,220614000,57.667,11.805
242,01/03/2023 07:22:54,220614000,57.6671,11.8049
243,01/03/2023 07:22:57,220614000,57.6672,11.8049
244,01/03/2023 07:22:57,220614000,57.6672,11.8049
245,01/03/2023 07:23:03,220614000,57.6673,11.8048
246,01/03/2023 07:23:07,220614000,57.6673,11.8047
247,01/03/2023 07:23:10,220614000,57.6673,11.8046
248,01/03/2023 07:23:17,220614000,57.6674,11.8045
249,01/03/2023 07:23:17,220614000,57.6674,11.8045
250,01/03/2023 07:23:20,220614000,57.6674,11.8044
251,01/03/2023 07:23:23,220614000,57.6674,11.8043
252,01/03/2023 07:23:23,220614000,57.6674,11.8043
253,01/03/2023 07:23:27,220614000,57.6675,11.8042
254,01/03/2023 07:23:30,220614000,57.6675,11.8042
255,01/03/2023 07:23:34,220614000,57.6675,11.8041
256,01/03/2023 07:23:37,220614000,57.6676,11.804
257,01/03/2023 07:23:43,220614000,57.6676,11.8038
258,01/03/2023 07:23:47,220614000,57.6677,11.8037
259,01/03/2023 07:23:50,220614000,57.6677,11.8036
260,01/03/2023 07:23:53,220614000,57.6677,11.8035
261,01/03/2023 07:23:56,220614000,57.6677,11.8034
262,01/03/2023 07:23:57,220614000,57.6677,11.8034
263,01/03/2023 07:24:00,220614000,57.6678,11.8033
264,01/03/2023 07:24:03,220614000,57.6678,11.8032
265,01/03/2023 07:24:07,220614000,57.6678,11.803
266,01/03/2023 07:24:10,220614000,57.6678,11.8029
267,01/03/2023 07:24:23,220614000,57.6679,11.8024
268,01/03/2023 07:24:27,220614000,57.668,11.8022
269,01/03/2023 07:24:30,220614000,57.668,11.8021
270,01/03/2023 07:24:33,220614000,57.668,11.8019
271,01/03/2023 07:24:37,220614000,57.6681,11.8018
272,01/03/2023 07:24:40,220614000,57.6681,11.8016
273,01/03/2023 07:24:43,220614000,57.6681,11.8014
274,01/03/2023 07:24:43,220614000,57.6681,11.8014
275,01/03/2023 07:24:45,220614000,57.6681,11.8014
276,01/03/2023 07:24:47,220614000,57.6682,11.8012
277,01/03/2023 07:24:50,220614000,57.6682,11.8011
278,01/03/2023 07:24:57,220614000,57.6683,11.8007
279,01/03/2023 07:24:57,220614000,57.6683,11.8007
280,01/03/2023 07:25:00,220614000,57.6684,11.8006
281,01/03/2023 07:25:03,220614000,57.6684,11.8004
282,01/03/2023 07:25:03,220614000,57.6684,11.8004
283,01/03/2023 07:25:10,220614000,57.6685,11.8
284,01/03/2023 07:25:10,220614000,57.6685,11.8
285,01/03/2023 07:25:13,220614000,57.6685,11.7998
286,01/03/2023 07:25:17,220614000,57.6686,11.7996
287,01/03/2023 07:25:20,220614000,57.6687,11.7995
288,01/03/2023 07:25:23,220614000,57.6688,11.7994
289,01/03/2023 07:25:27,220614000,57.6688,11.7992
290,01/03/2023 07:25:34,220614000,57.669,11.799
291,01/03/2023 07:25:36,220614000,57.6691,11.7989
292,01/03/2023 07:25:37,220614000,57.6691,11.7988
293,01/03/2023 07:25:43,220614000,57.6693,11.7987
294,01/03/2023 07:25:43,220614000,57.6693,11.7987
295,01/03/2023 07:25:47,220614000,57.6694,11.7985
296,01/03/2023 07:25:53,220614000,57.6696,11.7984
297,01/03/2023 07:25:57,220614000,57.6697,11.7983
298,01/03/2023 07:25:57,220614000,57.6697,11.7983
299,01/03/2023 07:26:00,220614000,57.6698,11.7983
300,01/03/2023 07:26:07,220614000,57.67,11.7982
301,01/03/2023 07:26:10,220614000,57.6701,11.7982
302,01/03/2023 07:26:10,220614000,57.6701,11.7982
303,01/03/2023 07:26:13,220614000,57.6702,11.7982
304,01/03/2023 07:26:16,220614000,57.6703,11.7982
305,01/03/2023 07:26:17,220614000,57.6703,11.7982
306,01/03/2023 07:26:23,220614000,57.6705,11.7982
307,01/03/2023 07:26:23,220614000,57.6705,11.7982
308,01/03/2023 07:26:27,220614000,57.6706,11.7982
309,01/03/2023 07:26:30,220614000,57.6707,11.7982
310,01/03/2023 07:26:34,220614000,57.6709,11.7982
311,01/03/2023 07:26:37,220614000,57.6709,11.7982
312,01/03/2023 07:26:37,220614000,57.671,11.7983
313,01/03/2023 07:26:40,220614000,57.6711,11.7983
314,01/03/2023 07:26:47,220614000,57.6713,11.7984
315,01/03/2023 07:26:50,220614000,57.6714,11.7984
316,01/03/2023 07:26:50,220614000,57.6714,11.7984
317,01/03/2023 07:26:57,220614000,57.6716,11.7985
318,01/03/2023 07:26:57,220614000,57.6716,11.7985
319,01/03/2023 07:27:00,220614000,57.6717,11.7986
320,01/03/2023 07:27:03,220614000,57.6718,11.7986
321,01/03/2023 07:27:10,220614000,57.6721,11.7988
322,01/03/2023 07:27:14,220614000,57.6721,11.7989
323,01/03/2023 07:27:17,220614000,57.6722,11.7989
324,01/03/2023 07:27:17,220614000,57.6723,11.799
325,01/03/2023 07:27:24,220614000,57.6725,11.7992
326,01/03/2023 07:27:24,220614000,57.6725,11.7992
327,01/03/2023 07:27:27,220614000,57.6726,11.7993
328,01/03/2023 07:27:30,220614000,57.6727,11.7994
329,01/03/2023 07:27:37,220614000,57.6729,11.7997
330,01/03/2023 07:27:40,220614000,57.673,11.7998
331,01/03/2023 07:27:43,220614000,57.6731,11.7999
332,01/03/2023 07:27:43,220614000,57.6731,11.7999
333,01/03/2023 07:27:47,220614000,57.6732,11.8
334,01/03/2023 07:27:50,220614000,57.6733,11.8002
335,01/03/2023 07:27:57,220614000,57.6735,11.8004
336,01/03/2023 07:28:04,220614000,57.6737,11.8008
337,01/03/2023 07:28:10,220614000,57.6739,11.801
338,01/03/2023 07:28:13,220614000,57.674,11.8012
339,01/03/2023 07:28:17,220614000,57.6741,11.8014
340,01/03/2023 07:28:23,220614000,57.6743,11.8017
341,01/03/2023 07:28:27,220614000,57.6744,11.8019
342,01/03/2023 07:28:30,220614000,57.6745,11.802
343,01/03/2023 07:28:33,220614000,57.6746,11.8022
344,01/03/2023 07:28:37,220614000,57.6747,11.8024
345,01/03/2023 07:28:43,220614000,57.6748,11.8027
346,01/03/2023 07:28:47,220614000,57.6749,11.803
347,01/03/2023 07:28:53,220614000,57.6751,11.8033
348,01/03/2023 07:28:57,220614000,57.6752,11.8036
349,01/03/2023 07:29:04,220614000,57.6754,11.8039
350,01/03/2023 07:29:17,220614000,57.6757,11.8047
351,01/03/2023 07:29:27,220614000,57.676,11.8054
352,01/03/2023 07:29:37,220614000,57.6763,11.806
353,01/03/2023 07:29:47,220614000,57.6765,11.8067
354,01/03/2023 07:29:57,220614000,57.6767,11.8073
355,01/03/2023 07:30:17,220614000,57.6772,11.8087
356,01/03/2023 07:30:40,220614000,57.6778,11.8102
357,01/03/2023 07:30:43,220614000,57.6778,11.8104
358,01/03/2023 07:30:46,220614000,57.6779,11.8106
359,01/03/2023 07:30:48,220614000,57.6779,11.8106
360,01/03/2023 07:30:50,220614000,57.678,11.8109
361,01/03/2023 07:30:56,220614000,57.6781,11.8112
362,01/03/2023 07:31:00,220614000,57.6782,11.8116
363,01/03/2023 07:31:07,220614000,57.6783,11.812
